ESRI_OID,workplace_code,workplace_name,activity_evrk2,municipality,county,employees,immunised_percent,percentile_1,percentile_2,as_of_date
11766,301537159,"UAB ""Utenos diena""",581300,Utenos r. sav.,Utenos apskr.,10,90-100%,100,100,2022-03-20
11767,301537230,Plungės rajono savivaldybės priešgaisrinės apsaugos tarnyba,842500,Plungės r. sav.,Telšių apskr.,55,90-100%,49,50,2022-03-20
11768,301537312,"UAB ""Statybų trestas""",412000,Šalčininkų r. sav.,Vilniaus apskr.,30,70-79%,24,25,2022-03-20
11769,301537337,"UAB ""G & J GROUP""",412000,Kauno m. sav.,Kauno apskr.,40,80-89%,30,31,2022-03-20
11770,301538058,Lietuvos notarų rūmai,949900,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
11771,301538097,"UAB ""AUTODALITA""",453200,Kauno m. sav.,Kauno apskr.,10,90-100%,40,42,2022-03-20
11772,301538503,Kelmės rajono savivaldybės visuomenės sveikatos biuras,841200,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
11773,301538542,"UAB ""INDEEL LT""",466900,Kauno m. sav.,Kauno apskr.,15,90-100%,50,52,2022-03-20
11774,301538624,"UAB ""CONSTRO""",412000,Plungės r. sav.,Telšių apskr.,145,70-79%,27,28,2022-03-20
11775,301538656,"UAB ""Norstat LT""",732000,Vilniaus m. sav.,Vilniaus apskr.,70,90-100%,44,45,2022-03-20
11776,301539808,"Nordgain, UAB",692010,Vilniaus m. sav.,Vilniaus apskr.,70,90-100%,50,51,2022-03-20
11777,301540536,"UAB ""Euroauto prekyba""",453100,Klaipėdos r. sav.,Klaipėdos apskr.,80,90-100%,53,55,2022-03-20
11778,301540739,"UAB ""KGMETA""",383200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
11779,301540867,"UAB ""Vigada""",412000,Biržų r. sav.,Panevėžio apskr.,30,90-100%,72,74,2022-03-20
11780,301540874,"UAB ""LE Mažoji Ragainė""",107100,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,100,100,2022-03-20
11781,301540924,Utenos rajono savivaldybės visuomenės sveikatos biuras,841200,Utenos r. sav.,Utenos apskr.,15,90-100%,100,100,2022-03-20
11782,301540956,"UAB ""Transporto elektronika""",452000,Kauno m. sav.,Kauno apskr.,10,80-89%,32,33,2022-03-20
11783,301541079,"UAB ""GFORMA""",239900,Kauno m. sav.,Kauno apskr.,25,90-100%,100,100,2022-03-20
11784,301541296,Joniškio rajono savivaldybės visuomenės sveikatos biuras,841200,Joniškio r. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
11785,301541442,"UAB ""Maistena""",561000,Klaipėdos m. sav.,Klaipėdos apskr.,15,90-100%,54,55,2022-03-20
11786,301542028,"UAB ""Texbaltic""",464200,Vilniaus m. sav.,Vilniaus apskr.,15,80-89%,38,39,2022-03-20
11787,301542035,"UŽDAROJI AKCINĖ BENDROVĖ ""ASMEDA""",862200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,,2022-03-20
11788,301542238,"UAB ""Redstena""",471100,Klaipėdos r. sav.,Klaipėdos apskr.,20,90-100%,60,61,2022-03-20
11789,301542327,"UAB ""Palangos ūkis""",811000,Palangos m. sav.,Klaipėdos apskr.,10,70-79%,26,27,2022-03-20
11790,301542359,"UAB ""IRLIDA""",466100,Šiaulių m. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
11791,301545558,"UAB ""Argensta""",439100,Kauno m. sav.,Kauno apskr.,45,90-100%,50,52,2022-03-20
11792,301545597,"INHUS Engineering, UAB",711200,Vilniaus m. sav.,Vilniaus apskr.,115,90-100%,95,97,2022-03-20
11793,301547534,"UAB ""Kelmynės Vytelė""",494100,Kazlų Rūdos sav.,Marijampolės apskr.,15,90-100%,50,52,2022-03-20
11794,301549738,"SLT Industrial Components, UAB",222900,Biržų r. sav.,Panevėžio apskr.,180,90-100%,70,72,2022-03-20
11795,301549834,"Dokobit, UAB",620100,Vilniaus m. sav.,Vilniaus apskr.,40,90-100%,100,100,2022-03-20
11796,301550651,"UAB ""JMA PANEVĖŽYS""",452000,Panevėžio m. sav.,Panevėžio apskr.,15,90-100%,100,100,2022-03-20
11797,301550669,"UAB ""Artrasas""",432200,Kauno m. sav.,Kauno apskr.,10,90-100%,43,44,2022-03-20
11798,301550690,"UAB ""Daugesta""",421100,Alytaus r. sav.,Alytaus apskr.,60,90-100%,41,42,2022-03-20
11799,301551746,"UAB ""MINGAS""",494100,Vilniaus m. sav.,Vilniaus apskr.,30,60-69%,20,21,2022-03-20
11800,301554564,"UAB ""Rangera""",439100,Kauno m. sav.,Kauno apskr.,15,70-79%,24,25,2022-03-20
11801,301557546,"UAB ""Green Genius""",432100,Vilniaus m. sav.,Vilniaus apskr.,125,90-100%,80,82,2022-03-20
11802,301557699,"UAB ""Transporto era""",494100,Šalčininkų r. sav.,Vilniaus apskr.,15,90-100%,54,55,2022-03-20
11803,301558858,"UAB ""SRS SERVISAS""",811000,Kauno r. sav.,Kauno apskr.,195,90-100%,68,70,2022-03-20
11804,301560567,"UAB ""MILASTA""",494100,Birštono sav.,Kauno apskr.,20,80-89%,33,34,2022-03-20
11805,301560649,"UAB ""Faber klasika""",475900,Marijampolės sav.,Marijampolės apskr.,15,90-100%,100,100,2022-03-20
11806,301560706,"UAB ""NEST Baltija""",252100,Kauno m. sav.,Kauno apskr.,45,90-100%,62,64,2022-03-20
11807,301563613,"UAB ""Jungtiniai Projektai""",711200,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
11808,301565824,"Žemės ūkio kooperatyvas ""Agrolanka""",016100,Šilalės r. sav.,Tauragės apskr.,10,90-100%,43,44,2022-03-20
11809,301565849,"UAB ""Techtransa""",452000,Klaipėdos m. sav.,Klaipėdos apskr.,20,90-100%,100,100,2022-03-20
11810,301565856,"UAB ""LITMONTAŽAS""",412000,Vilniaus m. sav.,Vilniaus apskr.,10,50-59%,14,15,2022-03-20
11811,301566552,"UAB ""Softera Baltic""",620100,Kauno m. sav.,Kauno apskr.,115,90-100%,95,97,2022-03-20
11812,301567704,"UAB ""Ketus""",412000,Klaipėdos m. sav.,Klaipėdos apskr.,30,70-79%,25,26,2022-03-20
11813,301571649,"UAB ""VS sistemos""",465200,Kauno m. sav.,Kauno apskr.,20,90-100%,100,100,2022-03-20
11814,301572669,"UAB ""RIFA""",467700,Zarasų r. sav.,Utenos apskr.,10,90-100%,100,100,2022-03-20
11815,301572740,"UAB ""Tramera""",412000,Klaipėdos m. sav.,Klaipėdos apskr.,10,50-59%,12,12,2022-03-20
11816,301574549,"UAB ""Transeco""",381100,Vilniaus r. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
11817,301575590,DXC Technology Baltic UAB,620200,Vilniaus m. sav.,Vilniaus apskr.,160,90-100%,52,54,2022-03-20
11818,301577545,"UAB ""Transjuda""",439900,Klaipėdos r. sav.,Klaipėdos apskr.,30,80-89%,28,29,2022-03-20
11819,301577673,"UAB ""Sarima""",773200,Mažeikių r. sav.,Telšių apskr.,10,90-100%,100,100,2022-03-20
11820,301577716,"UAB ""Arbor Medical Corporation LT""",464600,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
11821,301579553,"UAB ""Statybos valdymo paslaugos""",412000,Kauno r. sav.,Kauno apskr.,10,60-69%,20,21,2022-03-20
11822,301581554,Telšių sporto ir rekreacijos centras,931900,Telšių r. sav.,Telšių apskr.,35,90-100%,100,100,2022-03-20
11823,301583548,"UAB ""Trantera""",431200,Vilniaus m. sav.,Vilniaus apskr.,55,70-79%,27,28,2022-03-20
11824,301584657,"""GG Transportas"", UAB",494100,Panevėžio m. sav.,Panevėžio apskr.,180,60-69%,15,16,2022-03-20
11825,301585645,"UAB ""Main Financial Solutions""",692000,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,57,58,2022-03-20
11826,301585652,Ignalinos rajono savivaldybės visuomenės sveikatos biuras,841200,Ignalinos r. sav.,Utenos apskr.,10,90-100%,100,100,2022-03-20
11827,301585684,"UAB ""MCC PROJEKTAI""",471100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
11828,301589686,"UAB ""Tarp gėlių LT""",477600,Kauno m. sav.,Kauno apskr.,15,90-100%,100,100,2022-03-20
11829,301589800,Viešoji įstaiga Raseinių rajono greitosios medicinos pagalbos stotis,869040,Raseinių r. sav.,Kauno apskr.,35,90-100%,100,,2022-03-20
11830,301592593,Lazdijų rajono savivaldybės visuomenės sveikatos biuras,841200,Lazdijų r. sav.,Alytaus apskr.,15,90-100%,100,100,2022-03-20
11831,301593663,"UAB ""ELSOFT""",620100,Alytaus m. sav.,Alytaus apskr.,30,80-89%,36,37,2022-03-20
11832,301595632,"UAB ""Grankuras""",162900,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,43,44,2022-03-20
11833,301600549,"IĮ ""Sivirginta""",471100,Kėdainių r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
11834,301600563,"UAB ""DANSTATA""",412010,Kaišiadorių r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
11835,301601544,"UAB ""Apdara""",141300,Švenčionių r. sav.,Vilniaus apskr.,75,90-100%,64,66,2022-03-20
11836,301602571,"UAB ""Via laurea""",639900,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,43,44,2022-03-20
11837,301602596,"UAB ""MK technika""",259900,Vilniaus r. sav.,Vilniaus apskr.,40,90-100%,79,81,2022-03-20
11838,301605560,"UAB ""Fildingas""",412000,Marijampolės sav.,Marijampolės apskr.,10,90-100%,100,100,2022-03-20
11839,301608567,"UAB ""Descon""",711100,Kauno m. sav.,Kauno apskr.,10,90-100%,49,50,2022-03-20
11840,301608649,"UAB ""Metmega""",292000,Šiaulių m. sav.,Šiaulių apskr.,40,90-100%,100,100,2022-03-20
11841,301608656,"UAB ""Bio Sala""",471100,Vilniaus m. sav.,Vilniaus apskr.,80,90-100%,92,94,2022-03-20
11842,301608880,"Uždaroji Akcinė Bendrovė ""Hans Group""",422100,Ukmergės r. sav.,Vilniaus apskr.,15,70-79%,25,26,2022-03-20
11843,301608898,UAB J&C AERO,303000,Vilniaus r. sav.,Vilniaus apskr.,75,90-100%,77,79,2022-03-20
11844,301608930,"UAB ""Atostogų parkas""",932900,Kretingos r. sav.,Klaipėdos apskr.,160,90-100%,47,49,2022-03-20
11845,301608955,"UAB ""ARMABALT""",251100,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,50,52,2022-03-20
11846,301608994,"UAB ""LUMILITA""",274000,Vilniaus m. sav.,Vilniaus apskr.,15,80-89%,36,37,2022-03-20
11847,301616539,"UAB ""SOTI Union""",301100,Klaipėdos m. sav.,Klaipėdos apskr.,60,40-49%,9,9,2022-03-20
11848,301618682,Marijampolės savivaldybės visuomenės sveikatos biuras,841200,Marijampolės sav.,Marijampolės apskr.,35,90-100%,74,77,2022-03-20
11849,301621543,"UAB ""Archyvavimo sprendimai""",821900,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
11850,301622759,"UAB ""Dvaro keliai""",421100,Klaipėdos r. sav.,Klaipėdos apskr.,30,60-69%,20,21,2022-03-20
11851,301625538,"UAB ""M logistika""",682000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
11852,301628616,"UAB ""Inega""",467400,Plungės r. sav.,Telšių apskr.,15,90-100%,50,52,2022-03-20
11853,301628712,"UAB ""Rudvilita""",494100,Klaipėdos r. sav.,Klaipėdos apskr.,35,80-89%,28,29,2022-03-20
11854,301628783,"K-UNI BALTIC, UAB",467300,Marijampolės sav.,Marijampolės apskr.,10,90-100%,100,100,2022-03-20
11855,301630738,"UAB ""Transkela""",494100,Klaipėdos m. sav.,Klaipėdos apskr.,35,90-100%,44,46,2022-03-20
11856,301631587,"UAB ""Renolita""",494100,Klaipėdos r. sav.,Klaipėdos apskr.,15,80-89%,30,31,2022-03-20
11857,301633531,UAB TexCup,141300,Kauno m. sav.,Kauno apskr.,50,90-100%,83,86,2022-03-20
11858,301635639,"UAB ""NEXTA""",107100,Kauno m. sav.,Kauno apskr.,10,60-69%,20,21,2022-03-20
11859,301635692,"UAB ""Brolenta""",161000,Tauragės r. sav.,Tauragės apskr.,45,90-100%,100,100,2022-03-20
11860,301635856,"COSMOS CONSTRUCTION, UAB",251100,Vilniaus m. sav.,Vilniaus apskr.,55,90-100%,57,59,2022-03-20
11861,301637711,UAB NP5,711100,Šiaulių m. sav.,Šiaulių apskr.,10,90-100%,44,46,2022-03-20
11862,301637768,"UAB ""WHAT YOU WANT""",412000,Radviliškio r. sav.,Šiaulių apskr.,20,60-69%,17,18,2022-03-20
11863,301643568,"UAB ""CONSTRA""",412000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
11864,301644556,"UAB ""StockM""",620100,Kauno r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
11865,301649603,"UAB ""Technet""",479100,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
11866,301652542,"Uždaroji akcinė bendrovė ""MEGRAME SISTEMOS""",222300,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,100,100,2022-03-20
11867,301655531,"UAB ""Darbų saugos projektai""",702200,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,62,64,2022-03-20
11868,301655556,"UAB ""MP Transport""",494100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
11869,301656551,"UAB ""Maisto namai""",108500,Panevėžio m. sav.,Panevėžio apskr.,125,90-100%,59,61,2022-03-20
11870,301657564,"UAB ""NIMETUS""",412000,Kauno m. sav.,Kauno apskr.,25,90-100%,68,70,2022-03-20
11871,301670711,"UAB ""Vakarų švara""",812900,Klaipėdos m. sav.,Klaipėdos apskr.,20,80-89%,28,29,2022-03-20
11872,301670782,"UAB ""ViaCon Baltic Pipe""",222100,Kauno r. sav.,Kauno apskr.,40,90-100%,41,43,2022-03-20
11873,301672580,"UAB ""Egrida""",453200,Šiaulių m. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
11874,301672598,"UAB ""Stateksta""",412000,Alytaus m. sav.,Alytaus apskr.,10,90-100%,100,100,2022-03-20
11875,301672897,"UAB ""RS CARGO""",522910,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
11876,301673383,"UAB ""Glaistva""",433400,Klaipėdos m. sav.,Klaipėdos apskr.,20,70-79%,24,25,2022-03-20
11877,301673604,"UAB ""Mivona""",682000,Vilniaus r. sav.,Vilniaus apskr.,15,70-79%,25,26,2022-03-20
11878,301673643,"Fleet Complete Lietuva, UAB",466900,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,50,52,2022-03-20
11879,301673682,"UAB ""Nauji verslo projektai""",107100,Kauno m. sav.,Kauno apskr.,145,90-100%,90,92,2022-03-20
11880,301673928,"UAB ""Malsena plius""",106100,Elektrėnų sav.,Vilniaus apskr.,105,90-100%,94,96,2022-03-20
11881,301674204,Pakruojo rajono savivaldybės visuomenės sveikatos biuras,841200,Pakruojo r. sav.,Šiaulių apskr.,15,80-89%,35,36,2022-03-20
11882,301674439,"UAB ""ŠILDUJA""",432900,Panevėžio m. sav.,Panevėžio apskr.,10,90-100%,100,100,2022-03-20
11883,301674503,"UAB ""LIT services""",022000,Plungės r. sav.,Telšių apskr.,20,70-79%,22,23,2022-03-20
11884,301674695,Rokiškio šv. Apaštalo evangelisto Mato parapijos senelių globos namai,873000,Rokiškio r. sav.,Panevėžio apskr.,20,90-100%,100,100,2022-03-20
11885,301674866,"UAB ""Innovative Pharma Baltics""",212000,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,62,64,2022-03-20
11886,301674916,UAB TĘSTINIŲ MOKYMŲ CENTRAS,702200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
11887,301675046,"Amber Food, UAB",561000,Kauno m. sav.,Kauno apskr.,800,90-100%,58,60,2022-03-20
11888,301675249,"UAB ""SIMKA 1""",494100,Jurbarko r. sav.,Tauragės apskr.,10,90-100%,100,100,2022-03-20
11889,301675402,"UAB ""GENVESTA""",310900,Vilniaus r. sav.,Vilniaus apskr.,55,80-89%,28,29,2022-03-20
11890,301676575,Kauno miesto savivaldybės visuomenės sveikatos biuras,841200,Kauno m. sav.,Kauno apskr.,135,90-100%,89,91,2022-03-20
11891,301676618,"UAB ""RAIVINTA""",453200,Kauno m. sav.,Kauno apskr.,15,90-100%,100,100,2022-03-20
11892,301676657,Viešoji įstaiga Alytaus šeimos pagalbos centras,941200,Alytaus r. sav.,Alytaus apskr.,30,90-100%,71,73,2022-03-20
11893,301678537,"UAB ""ITDU""",620900,Klaipėdos m. sav.,Klaipėdos apskr.,10,80-89%,32,33,2022-03-20
11894,301678722,"UAB ""Litbygas""",412000,Marijampolės sav.,Marijampolės apskr.,75,70-79%,26,26,2022-03-20
11895,301680552,"UAB ""Tangramo grupė""",702100,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,100,100,2022-03-20
11896,301681558,Kauno žydų gyvenimo atkūrimo paramos fondas,889900,Vilniaus m. sav.,Vilniaus apskr.,10,70-79%,21,21,2022-03-20
11897,301681743,"UAB ""Sotega""",562900,Plungės r. sav.,Telšių apskr.,30,90-100%,50,52,2022-03-20
11898,301682585,"UAB ""TLSC""",522900,Klaipėdos m. sav.,Klaipėdos apskr.,40,90-100%,58,60,2022-03-20
11899,301684650,"UAB ""Biomasės Centras""",011100,Radviliškio r. sav.,Šiaulių apskr.,15,70-79%,25,26,2022-03-20
11900,301684807,"UAB ""Pramasta""",475200,Palangos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
11901,301691538,"UAB ""ZAP grupė""",274000,Vilniaus m. sav.,Vilniaus apskr.,85,90-100%,80,83,2022-03-20
11902,301691627,"UAB ""LTLAB""",261200,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,48,49,2022-03-20
11903,301691680,"UAB ""MERITTAS""",412000,Alytaus m. sav.,Alytaus apskr.,10,90-100%,40,42,2022-03-20
11904,301691709,"UAB ""Greitoji žirafa""",750020,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,49,50,2022-03-20
11905,301693553,"UAB ""Evispa""",620900,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
11906,301693592,"UAB ""Glasma service""",432900,Kauno m. sav.,Kauno apskr.,95,90-100%,83,85,2022-03-20
11907,301693628,"UAB ""Skonio pasaka""",562900,Alytaus r. sav.,Alytaus apskr.,10,70-79%,26,27,2022-03-20
11908,301693820,"UAB ""DEKORTAS""",494100,Vilniaus m. sav.,Vilniaus apskr.,10,80-89%,29,30,2022-03-20
11909,301694267,"UAB ""REGANAS""",412020,Kauno m. sav.,Kauno apskr.,30,90-100%,70,72,2022-03-20
11910,301694356,"UAB ""Kartenos naminė duona""",107100,Kretingos r. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
11911,301694559,"UAB ""Diurablis - prekyba""",467400,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,41,43,2022-03-20
11912,301694566,UAB Timber Cabins,162320,Kaišiadorių r. sav.,Kauno apskr.,135,90-100%,54,56,2022-03-20
11913,301694598,"Forveda, UAB",292000,Vilniaus r. sav.,Vilniaus apskr.,25,90-100%,69,71,2022-03-20
11914,301694687,"UAB ""NS Trading""",102000,Raseinių r. sav.,Kauno apskr.,155,90-100%,91,93,2022-03-20
11915,301694694,Danske Bank A/S Lietuvos filialas,641900,Vilniaus m. sav.,Vilniaus apskr.,4280,90-100%,77,79,2022-03-20
11916,301694751,"UAB ""STA servisas""",432200,Kauno m. sav.,Kauno apskr.,20,90-100%,40,42,2022-03-20
11917,301695508,"UAB ""SV prekyba""",251100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
11918,301695764,"UAB ""LW logistics""",522900,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,72,74,2022-03-20
11919,301695789,"UAB ""Hirexo""",701000,Vilniaus m. sav.,Vilniaus apskr.,35,70-79%,26,27,2022-03-20
11920,301695821,"UAB ""Santechvita""",432200,Šiaulių r. sav.,Šiaulių apskr.,15,90-100%,100,100,2022-03-20
11921,301696026,"UAB estetinės odontologijos klinika ""Estetiksas""",862300,Vilniaus m. sav.,Vilniaus apskr.,15,80-89%,37,,2022-03-20
11922,301696987,"UAB ""Bartro sprendimai""",783000,Klaipėdos m. sav.,Klaipėdos apskr.,15,60-69%,18,19,2022-03-20
11923,301697135,"UAB ""AKA Baltic""",477800,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,100,100,2022-03-20
11924,301699702,"UAB ""Altimas""",236200,Vilniaus r. sav.,Vilniaus apskr.,10,90-100%,43,44,2022-03-20
11925,301700695,Švenčionių rajono savivaldybės visuomenės sveikatos biuras,841200,Švenčionių r. sav.,Vilniaus apskr.,10,90-100%,44,46,2022-03-20
11926,301702600,"UAB ""CELTIS IR KO""",467200,Kauno m. sav.,Kauno apskr.,10,80-89%,27,28,2022-03-20
11927,301707729,"UAB ""Aserus""",494100,Panevėžio r. sav.,Panevėžio apskr.,15,20-29%,3,3,2022-03-20
11928,301707775,"UAB ""Agbirsta""",477200,Kretingos r. sav.,Klaipėdos apskr.,10,90-100%,44,46,2022-03-20
11929,301707889,Viešoji įstaiga Jaunimo laisvalaikio centras,855200,Ukmergės r. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
11930,301717538,"UAB ""ALT reklama""",731100,Alytaus r. sav.,Alytaus apskr.,50,90-100%,85,87,2022-03-20
11931,301718533,BIG TRANS UAB,522920,Vilniaus m. sav.,Vilniaus apskr.,15,80-89%,35,36,2022-03-20
11932,301720534,"UAB ""Tigvyda""",477200,Kauno m. sav.,Kauno apskr.,20,80-89%,34,35,2022-03-20
11933,301722841,"UAB ""STATGREITA""",412020,Vilniaus m. sav.,Vilniaus apskr.,15,50-59%,11,11,2022-03-20
11934,301723530,"UAB ""Gaivus oras""",432200,Marijampolės sav.,Marijampolės apskr.,15,90-100%,100,100,2022-03-20
11935,301725531,"UAB ""Jokra""",351100,Tauragės r. sav.,Tauragės apskr.,15,50-59%,14,15,2022-03-20
11936,301729558,"UAB ""Liber Line""",477100,Vilniaus r. sav.,Vilniaus apskr.,10,90-100%,49,50,2022-03-20
11937,301729889,Kaišiadorių rajono savivaldybės visuomenės sveikatos biuras,841200,Kaišiadorių r. sav.,Kauno apskr.,20,90-100%,100,100,2022-03-20
11938,301729896,"UAB ""Dovalda""",022000,Kupiškio r. sav.,Panevėžio apskr.,10,90-100%,100,100,2022-03-20
11939,301730172,"UAB ""Alfasis""",464200,Vilniaus r. sav.,Vilniaus apskr.,15,90-100%,57,58,2022-03-20
11940,301730724,"UAB ""NAPC""",383200,Jonavos r. sav.,Kauno apskr.,40,80-89%,36,37,2022-03-20
11941,301730884,"UAB ""AIROVENTA""",432200,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,100,100,2022-03-20
11942,301730891,"UAB ""Vitvila""",467400,Marijampolės sav.,Marijampolės apskr.,20,90-100%,43,44,2022-03-20
11943,301731107,"UAB ""Gelmita""",422100,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,51,53,2022-03-20
11944,301731819,"UAB ""Ktesijas""",432200,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,100,100,2022-03-20
11945,301731961,"Uždaroji akcinė bendrovė ""RELJEF""",431220,Vilniaus m. sav.,Vilniaus apskr.,65,80-89%,32,33,2022-03-20
11946,301731979,"UAB ""MOKAM""",692000,Kauno m. sav.,Kauno apskr.,15,90-100%,52,54,2022-03-20
11947,301732038,"Uždaroji akcinė bendrovė ""Findigo""",692010,Kauno m. sav.,Kauno apskr.,15,90-100%,52,54,2022-03-20
11948,301732173,UAB Kvapų namai,204200,Vilniaus m. sav.,Vilniaus apskr.,35,80-89%,32,33,2022-03-20
11949,301732561,"UAB ""Siaiva""",467300,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
11950,301733204,"UAB ""DAINER""",494100,Marijampolės sav.,Marijampolės apskr.,10,90-100%,100,100,2022-03-20
11951,301733268,"UAB ""Juta jazz kava""",561000,Vilniaus m. sav.,Vilniaus apskr.,60,90-100%,88,90,2022-03-20
11952,301733396,UAB MASSIVE WOOD CONSTRUCTION,162320,Šiaulių m. sav.,Šiaulių apskr.,50,90-100%,100,100,2022-03-20
11953,301733421,"UAB ""Lino apdaila""",139200,Panevėžio m. sav.,Panevėžio apskr.,80,90-100%,100,100,2022-03-20
11954,301733485,"UAB ""Minsta""",412000,Mažeikių r. sav.,Telšių apskr.,20,60-69%,20,21,2022-03-20
11955,301733827,UAB BUCI,162320,Raseinių r. sav.,Kauno apskr.,30,90-100%,74,76,2022-03-20
11956,301733834,"UAB ""NK statyba""",412000,Kauno r. sav.,Kauno apskr.,70,80-89%,38,40,2022-03-20
11957,301733916,"UAB ""BALTIC LEGION""",801000,Vilniaus m. sav.,Vilniaus apskr.,80,80-89%,38,39,2022-03-20
11958,301733923,"UAB ""CAT Cargo Logistics Lietuva""",522920,Vilniaus m. sav.,Vilniaus apskr.,20,80-89%,36,37,2022-03-20
11959,301734021,UAB CBT VILNIUS,464610,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
11960,301734199,"UAB ""Viheda""",494100,Ukmergės r. sav.,Vilniaus apskr.,15,40-49%,6,7,2022-03-20
11961,301734313,"UAB ""Rubisolis""",467400,Kauno m. sav.,Kauno apskr.,25,90-100%,100,100,2022-03-20
11962,301734612,"UAB ""FORESTILA""",466100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
11963,301734968,"UAB ""Jungtinės maitinimo pajėgos""",561000,Vilniaus m. sav.,Vilniaus apskr.,15,80-89%,37,38,2022-03-20
11964,301735664,"UAB ""BALDŽIAI""",310900,Kauno m. sav.,Kauno apskr.,25,90-100%,100,100,2022-03-20
11965,301735707,"UAB ""TRINKVALDA""",439900,Kėdainių r. sav.,Kauno apskr.,10,80-89%,30,32,2022-03-20
